strain	Sample_ID	Sample_Source	Data_Source	date	Location	Region	Serotype	Sero_Geno	Lineage
MT006180.1	S072	Rodrigo_2020	NCBI	2018-03-28	Sri-Lanka	South-Asia	2	2_II	2II_F.1
MT006181.1	S073	Rodrigo_2020	NCBI	2018-03-29	Sri-Lanka	South-Asia	2	2_II	2II_F.1
MT006184.1	S081	Rodrigo_2020	NCBI	2018-04-01	Sri-Lanka	South-Asia	2	2_II	2II_F.1
MT006185.1	S086	Rodrigo_2020	NCBI	2018-04-03	Sri-Lanka	South-Asia	2	2_II	2II_F.1
MT006186.1	S094	Rodrigo_2020	NCBI	2018-04-09	Sri-Lanka	South-Asia	2	2_II	2II_F.1
MT180479.1	231/17kandy	Ngwe Tun_2020	NCBI	2017-08-XX	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OQ102945.1	GS2459	De_Silva_2023	NCBI	2021-11-19	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OQ102946.1	GS2465	De_Silva_2023	NCBI	2021-12-01	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OQ102949.1	GS2508	De_Silva_2023	NCBI	2022-02-15	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OQ102952.1	GS2537	De_Silva_2023	NCBI	2022-05-09	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR389029.1	DENV2/Sri_Lanka/2004/Yale-DH159	Vogels_2023	Yale	2004-XX-XX	Sri-Lanka	South-Asia	2	2_II_related	2II_A.1
OR393874.1	S001	Maduranga_2017	NCBI	2017-10-11	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393876.1	S007	Maduranga_2017	NCBI	2017-10-31	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393878.1	S023	Maduranga_2017	NCBI	2017-12-12	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393881.1	S031	Maduranga_2018	NCBI	2018-01-05	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393882.1	S047	Maduranga_2018	NCBI	2018-02-16	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393883.1	S071	Maduranga_2018	NCBI	2018-03-28	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393884.1	S080	Maduranga_2018	NCBI	2018-04-01	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393886.1	S083	Maduranga_2018	NCBI	2018-04-02	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393887.1	S091	Maduranga_2018	NCBI	2018-04-07	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393888.1	S097	Maduranga_2018	NCBI	2018-04-10	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393889.1	S099	Maduranga_2018	NCBI	2018-04-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393890.1	S100	Maduranga_2018	NCBI	2018-04-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393892.1	S102	Maduranga_2018	NCBI	2018-04-19	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393893.1	S107	Maduranga_2018	NCBI	2018-04-25	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393894.1	S108	Maduranga_2018	NCBI	2018-04-25	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393895.1	S109	Maduranga_2018	NCBI	2018-04-27	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393896.1	S118	Maduranga_2018	NCBI	2018-05-07	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393897.1	S136	Maduranga_2018	NCBI	2018-05-30	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393898.1	S139	Maduranga_2018	NCBI	2018-05-30	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393899.1	S144	Maduranga_2018	NCBI	2018-05-31	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393900.1	S147	Maduranga_2018	NCBI	2018-06-01	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393901.1	S148	Maduranga_2018	NCBI	2018-06-06	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393903.1	S159	Maduranga_2018	NCBI	2018-06-10	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393904.1	S172	Maduranga_2018	NCBI	2018-06-13	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393905.1	S176	Maduranga_2018	NCBI	2018-05-31	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393906.1	S179	Maduranga_2018	NCBI	2018-06-14	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393907.1	S181	Maduranga_2018	NCBI	2018-06-14	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393908.1	S182	Maduranga_2018	NCBI	2018-06-14	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393909.1	S186	Maduranga_2018	NCBI	2018-06-15	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393910.1	S189	Maduranga_2018	NCBI	2018-06-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393911.1	S190	Maduranga_2018	NCBI	2018-06-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393912.1	S192	Maduranga_2018	NCBI	2018-06-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393913.1	S195	Maduranga_2018	NCBI	2018-06-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393914.1	S202	Maduranga_2018	NCBI	2018-06-19	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393915.1	S204	Maduranga_2018	NCBI	2018-06-21	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393916.1	S223	Maduranga_2018	NCBI	2018-06-28	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393917.1	S230	Maduranga_2018	NCBI	2018-06-29	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393918.1	S231	Maduranga_2018	NCBI	2018-06-30	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393919.1	S237	Maduranga_2018	NCBI	2018-07-03	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393920.1	S243	Maduranga_2018	NCBI	2018-07-09	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393921.1	S244	Maduranga_2018	NCBI	2018-07-09	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393922.1	S245	Maduranga_2018	NCBI	2018-07-09	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393923.1	S246	Maduranga_2018	NCBI	2018-07-09	Sri-Lanka	South-Asia	2	2_II_related	2II_F.1
OR393924.1	S255	Maduranga_2018	NCBI	2018-07-12	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393925.1	S258	Maduranga_2018	NCBI	2018-07-12	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393926.1	S261	Maduranga_2018	NCBI	2018-07-16	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393927.1	S281	Maduranga_2018	NCBI	2018-08-08	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393928.1	S289	Maduranga_2018	NCBI	2018-08-20	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393929.1	S302	Maduranga_2018	NCBI	2018-09-10	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393930.1	S308	Maduranga_2018	NCBI	2018-09-19	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393933.1	S314	Maduranga_2018	NCBI	2018-10-01	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393935.1	S318	Maduranga_2018	NCBI	2018-10-11	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393936.1	S326	Maduranga_2018	NCBI	2018-10-31	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393937.1	S328	Maduranga_2018	NCBI	2018-11-01	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393939.1	S338	Maduranga_2018	NCBI	2018-11-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393940.1	S339	Maduranga_2018	NCBI	2018-11-21	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393941.1	S352	Maduranga_2018	NCBI	2018-12-04	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393942.1	S353	Maduranga_2018	NCBI	2018-12-02	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393943.1	S356	Maduranga_2018	NCBI	2018-12-05	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393944.1	S360	Maduranga_2018	NCBI	2018-12-07	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393945.1	S361	Maduranga_2018	NCBI	2018-12-07	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393946.1	S364	Maduranga_2018	NCBI	2018-12-10	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393947.1	S366	Maduranga_2018	NCBI	2018-12-11	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393948.1	S376	Maduranga_2018	NCBI	2018-12-27	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393951.1	S385	Maduranga_2019	NCBI	2019-01-07	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393952.1	S386	Maduranga_2019	NCBI	2019-01-08	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393953.1	S393	Maduranga_2019	NCBI	2019-01-30	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393956.1	S401	Maduranga_2019	NCBI	2019-02-02	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393957.1	S404	Maduranga_2019	NCBI	2019-02-13	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393963.1	S423	Maduranga_2019	NCBI	2019-03-13	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393964.1	S428	Maduranga_2019	NCBI	2019-03-16	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393965.1	S442	Maduranga_2019	NCBI	2019-03-28	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393969.1	S494	Maduranga_2019	NCBI	2019-06-18	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393970.1	S498	Maduranga_2019	NCBI	2019-06-26	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393974.1	S521	Maduranga_2019	NCBI	2019-07-09	Sri-Lanka	South-Asia	2	2_II_related	2II_F.1
OR393975.1	S523	Maduranga_2019	NCBI	2019-07-10	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393980.1	S543	Maduranga_2019	NCBI	2019-08-04	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393982.1	S545	Maduranga_2019	NCBI	2019-08-08	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393984.1	S554	Maduranga_2019	NCBI	2019-08-27	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393985.1	S555	Maduranga_2019	NCBI	2019-09-02	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393988.1	S573	Maduranga_2019	NCBI	2019-09-08	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393990.1	S580	Maduranga_2019	NCBI	2019-09-23	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393992.1	S594	Maduranga_2019	NCBI	2019-09-30	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393996.1	S607	Maduranga_2019	NCBI	2019-10-04	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393998.1	S617	Maduranga_2019	NCBI	2019-10-07	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR393999.1	S631	Maduranga_2019	NCBI	2019-10-15	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394000.1	S632	Maduranga_2019	NCBI	2019-10-15	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394006.1	S642	Maduranga_2019	NCBI	2019-10-17	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394011.1	S661	Maduranga_2019	NCBI	2019-10-24	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394013.1	S663	Maduranga_2019	NCBI	2019-10-29	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394022.1	S716	Maduranga_2019	NCBI	2019-11-15	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394024.1	S726	Maduranga_2019	NCBI	2019-11-20	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394028.1	S743	Maduranga_2019	NCBI	2019-11-26	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394029.1	S744	Maduranga_2019	NCBI	2019-11-26	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394030.1	S748	Maduranga_2019	NCBI	2019-11-29	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394031.1	S749	Maduranga_2019	NCBI	2019-11-29	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394033.1	S752	Maduranga_2019	NCBI	2019-12-02	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394035.1	S761	Maduranga_2019	NCBI	2019-12-05	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394036.1	S764	Maduranga_2019	NCBI	2019-12-06	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394039.1	S794	Maduranga_2019	NCBI	2019-12-24	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394042.1	S803	Maduranga_2019	NCBI	2019-12-26	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394044.1	S806	Maduranga_2019	NCBI	2019-12-30	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394045.1	S808	Maduranga_2019	NCBI	2019-12-30	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394046.1	S809	Maduranga_2019	NCBI	2019-12-31	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394049.1	S816	Maduranga_2020	NCBI	2020-01-02	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394050.1	S818	Maduranga_2020	NCBI	2020-01-02	Sri-Lanka	South-Asia	2	2_II	2II_F.1
OR394053.1	S830	Maduranga_2020	NCBI	2020-01-08	Sri-Lanka	South-Asia	2	2_II	2II_F.1
EU920838.1	SUR-Aug-05	Dussart_2014	NCBI	2005-08-XX	Suriname	South-America	2	2_III	2III_C
EU920842.1	SUR-Oct-05	Dussart_2014	NCBI	2005-10-XX	Suriname	South-America	2	2_III	2III_C
DH087	766635	Ott_2021	Yale	1987-XX-XX	Taiwan	East-Asia	2	2_IV	2IV
DQ645540.1	904-DHF-10/31/2001	Chen_2008	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645541.1	915-DF-11/03/2001	Chen_2008	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645542.1	950-DF-11/12/2001	Chen_2008	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645543.1	1018-DF-12/03/2001	Chen_2008	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645544.1	1024-DHF-12/07/2001	Chen_2008	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645545.1	1183-DF-06/17/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645546.1	1222-DF-06/24/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645547.1	1421-DF-07/16/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645548.1	1464-DHF-07/20/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645549.1	1945-DHF-08/18/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645550.1	1949-DF-08/19/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645551.1	2191-DF-09/12/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645552.1	2208-DHF-09/13/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645553.1	2559-DHF-10/23/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645554.1	2587-DF-10/26/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645555.1	2659-DHF-11/01/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
DQ645556.1	2784-DF-11/18/2002	Chen_2008	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
HQ891023.1	DENV-2/TW/BID-V5054/2008	Henn_2011	NCBI	2008-XX-XX	Taiwan	East-Asia	2	2_IV	Unassigned
HQ891024.1	DENV-2/TW/BID-V5056/2008	Henn_2011	NCBI	2008-XX-XX	Taiwan	East-Asia	2	2_IV	Unassigned
KU365901.1	D2/Taiwan/704TN1505a	Yang_2016	NCBI	2015-XX-XX	Taiwan	East-Asia	2	2_II	2II_D.3
KU365902.1	D2/Taiwan/704TN1506b	Yang_2016	NCBI	2015-XX-XX	Taiwan	East-Asia	2	2_II	2II_D.3
KU365903.1	D2/Taiwan/700TN1509a	Yang_2016	NCBI	2015-XX-XX	Taiwan	East-Asia	2	2_II	2II_D.3
KY670633.1	D2/Taiwan/407TC9509a	Yang_2018	NCBI	1995-09-XX	Taiwan	East-Asia	2	2_III_related	2III_A.2
MG599592.1	904	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599593.1	915	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599594.1	921	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599595.1	950	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599596.1	1008	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599597.1	1018	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599598.1	1024	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599599.1	1029	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599600.1	1030	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599601.1	1034	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599602.1	1202	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599603.1	1252	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599604.1	1180	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599605.1	1183	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599606.1	1185	Ko_2018	NCBI	2001-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599607.1	1189	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599608.1	1222	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599609.1	1231	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599610.1	1275	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599611.1	1280	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599612.1	1335	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599613.1	1355	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599614.1	1375	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599615.1	1364	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599616.1	1421	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599617.1	1615	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599618.1	1905	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599619.1	1925	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599620.1	1945	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599621.1	1949	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599622.1	2106	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599623.1	2132	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599624.1	2191	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599625.1	2208	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599626.1	2457	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599627.1	2559	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599628.1	2566	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599629.1	2587	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599630.1	2659	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599631.1	2747	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599632.1	2784	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599633.1	2992	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
MG599634.1	3012	Ko_2018	NCBI	2002-XX-XX	Taiwan	East-Asia	2	2_II_related	2II_C.2
OR593362.1	D2/TW/18925/2015	Cheng_2015	NCBI	2015-09-02	Taiwan	East-Asia	2	2_II	2II_D.3
OR593363.1	D2/TW/19638/2015	Cheng_2015	NCBI	2015-09-04	Taiwan	East-Asia	2	2_II	2II_D.3
OR593364.1	D2/TW/26672/2015	Cheng_2015	NCBI	2015-10-01	Taiwan	East-Asia	2	2_II	2II_D.3
OR593365.1	D2/TW/26786/2015	Cheng_2015	NCBI	2015-10-01	Taiwan	East-Asia	2	2_II	2II_D.3
OR593366.1	D2/TW/27362/2015	Cheng_2015	NCBI	2015-10-04	Taiwan	East-Asia	2	2_II	2II_D.3
OR593367.1	D2/TW/27632/2015	Cheng_2015	NCBI	2015-10-05	Taiwan	East-Asia	2	2_II	2II_D.3
OR593368.1	D2/TW/29493/2015	Cheng_2015	NCBI	2015-10-17	Taiwan	East-Asia	2	2_II	2II_D.3
OR593369.1	D2/TW/31689/2015	Cheng_2015	NCBI	2015-11-03	Taiwan	East-Asia	2	2_II	2II_D.3
OR593370.1	D2/TW/31711/2015	Cheng_2015	NCBI	2015-11-03	Taiwan	East-Asia	2	2_II	2II_D.3
OR593371.1	D2/TW/33612/2015	Cheng_2015	NCBI	2015-11-21	Taiwan	East-Asia	2	2_II	2II_D.3
OR593372.1	D2/TW/17191/2015	Cheng_2015	NCBI	2015-08-21	Taiwan	East-Asia	2	2_II	2II_D.3
OR593373.1	D2/TW/18157/2015	Cheng_2015	NCBI	2015-08-28	Taiwan	East-Asia	2	2_II	2II_D.3
OR593374.1	D2/TW/18939/2015	Cheng_2015	NCBI	2015-08-30	Taiwan	East-Asia	2	2_II	2II_D.3
OR593375.1	D2/TW/19048/2015	Cheng_2015	NCBI	2015-09-05	Taiwan	East-Asia	2	2_II	2II_D.3
OR593376.1	D2/TW/19181/2015	Cheng_2015	NCBI	2015-09-03	Taiwan	East-Asia	2	2_II	2II_D.3
OR593377.1	D2/TW/20029/2015	Cheng_2015	NCBI	2015-09-05	Taiwan	East-Asia	2	2_II	2II_D.3
OR593378.1	D2/TW/21719/2015	Cheng_2015	NCBI	2015-09-11	Taiwan	East-Asia	2	2_II	2II_D.3
OR593379.1	D2/TW/22279/2015	Cheng_2015	NCBI	2015-09-13	Taiwan	East-Asia	2	2_II	2II_D.3
OR593380.1	D2/TW/25563/2015	Cheng_2015	NCBI	2015-09-25	Taiwan	East-Asia	2	2_II	2II_D.3
OR593381.1	D2/TW/25816/2015	Cheng_2015	NCBI	2015-09-26	Taiwan	East-Asia	2	2_II	2II_D.3
OR593382.1	D2/TW/25975/2015	Cheng_2015	NCBI	2015-09-27	Taiwan	East-Asia	2	2_II	2II_D.3
OR593383.1	D2/TW/27688/2015	Cheng_2015	NCBI	2015-10-05	Taiwan	East-Asia	2	2_II	2II_D.3
MG189962.1	D2_K2_RIJ_059/Dar_es_Salaam_2014	Meschi_2017	NCBI	2014-06-XX	Tanzania	Sub-Saharan-Africa	2	2_II	2II_D.1
MZ130526.1	14052110	Selhorst_2014	NCBI	2014-05-21	Tanzania	Sub-Saharan-Africa	2	2_II	2II_D.1
MZ857210.1	KAJP11_DENV2_Tanzania_Eastern.Africa_2014	Alfsnes_2021	NCBI	2014-XX-XX	Tanzania	Sub-Saharan-Africa	2	2_II	2II_D.1
MZ857212.1	KAJP13_DENV2_Tanzania_Eastern.Africa_2014	Alfsnes_2021	NCBI	2014-XX-XX	Tanzania	Sub-Saharan-Africa	2	2_II	2II_D.1
MZ857213.1	KAJP14_DENV2_Tanzania_Eastern.Africa_2014-06	Alfsnes_2021	NCBI	2014-06-XX	Tanzania	Sub-Saharan-Africa	2	2_II	2II_D.1
MZ857214.1	KAJP15_DENV2_Tanzania_Eastern.Africa_2014	Alfsnes_2021	NCBI	2014-XX-XX	Tanzania	Sub-Saharan-Africa	2	2_II	2II_D.1
MZ945531.1	US/DB275/2020	Santiago_2021	NCBI	2020-11-01	Texas(USA)	North-America	2	2_III	2III_D.1.2
MZ945532.1	US/DB276/2020	Santiago_2021	NCBI	2020-10-28	Texas(USA)	North-America	2	2_III	2III_D.1.2
MZ945533.1	US/DB277/2020	Santiago_2021	NCBI	2020-10-28	Texas(USA)	North-America	2	2_III	2III_D.1.2
MZ945534.1	US/DB278/2020	Santiago_2021	NCBI	2020-10-13	Texas(USA)	North-America	2	2_III	2III_D.1.2
MZ945535.1	US/DB279/2020	Santiago_2021	NCBI	2020-10-08	Texas(USA)	North-America	2	2_III	2III_D.1.2
AF022434.1	ThNH-7/93	Mangada_1998	NCBI	1993-XX-XX	Thailand	Southeast-Asia	2	2_V	2V
AF022435.1	ThNH-28/93	Mangada_1998	NCBI	1993-XX-XX	Thailand	Southeast-Asia	2	2_V	2V
AF022436.1	ThNH-52/93	Mangada_1998	NCBI	1993-XX-XX	Thailand	Southeast-Asia	2	2_V	2V
AF022437.1	ThNH-p11/93	Mangada_1998	NCBI	1993-XX-XX	Thailand	Southeast-Asia	2	2_V	2V
AF022438.1	ThNH-p12/93	Mangada_1998	NCBI	1993-XX-XX	Thailand	Southeast-Asia	2	2_V	2V
AF022439.1	ThNH-p14/93	Mangada_1998	NCBI	1993-XX-XX	Thailand	Southeast-Asia	2	2_V	2V
