strain,Sample_ID,Sample_Source,Data_Source,date,Location,Region,Serotype,Sero_Geno,Lineage
MW386902.1,DV1_D13050,Sun_2020,NCBI,2009-01-XX,China,East-Asia,1,1_I,1I_K.3
MW582813.1,Cam-03,Han_2021,NCBI,2019-06-21,China,East-Asia,1,1_unassigned,1IV
PP563930.1,23GZ21392_D1_A,Su_2024,NCBI,2023-10-14,China,East-Asia,1,1_I,1I_K
DENV1/Colombia/2016-07-12/Yale-DN00073,190316,FL-DPH,Yale,2016-07-12,Colombia,Colombia,1,1_V,1V_D.1
DH010,INS_353178,Ott_2021,Yale,1990-01-22,Colombia,Colombia,1,1_V,1V
DH011,INS_353985,Ott_2021,Yale,1990-02-13,Colombia,Colombia,1,1_V,1V
DH012,INS_362060,Ott_2021,Yale,1988-XX-XX,Colombia,Colombia,1,1_V,1V
DH141,UIS 272,Ott_2022,Yale,2004-02-05,Colombia,Colombia,1,1_V,1V_G
GQ868559.1,DENV-1/CO/BID-V3376/1998,Henn_2009,NCBI,1998-XX-XX,Colombia,Colombia,1,1_V,1V
GQ868560.1,DENV-1/CO/BID-V3377/1998,Henn_2009,NCBI,1998-XX-XX,Colombia,Colombia,1,1_V,1V
GQ868561.1,DENV-1/CO/BID-V3378/1999,Henn_2009,NCBI,1999-XX-XX,Colombia,Colombia,1,1_V,1V
GQ868562.1,DENV-1/CO/BID-V3380/2005,Henn_2009,NCBI,2005-XX-XX,Colombia,Colombia,1,1_V,1V_F
GQ868563.1,DENV-1/CO/BID-V3381/2006,Henn_2009,NCBI,2006-XX-XX,Colombia,Colombia,1,1_V,1V_G
GQ868564.1,DENV-1/CO/BID-V3382/2006,Henn_2009,NCBI,2006-XX-XX,Colombia,Colombia,1,1_V,1V_G
GQ868565.1,DENV-1/CO/BID-V3385/2006,Henn_2009,NCBI,2006-XX-XX,Colombia,Colombia,1,1_V,1V_G
GQ868566.1,DENV-1/CO/BID-V3386/2007,Henn_2009,NCBI,2007-XX-XX,Colombia,Colombia,1,1_V,1V_G
GQ868567.1,DENV-1/CO/BID-V3387/2007,Henn_2009,NCBI,2007-XX-XX,Colombia,Colombia,1,1_V,1V_G
GQ868568.1,DENV-1/CO/BID-V3388/2007,Henn_2009,NCBI,2007-XX-XX,Colombia,Colombia,1,1_V,1V_G
GQ868569.1,DENV-1/CO/BID-V3390/2007,Henn_2009,NCBI,2007-XX-XX,Colombia,Colombia,1,1_V,1V_G
GQ868570.1,DENV-1/CO/BID-V3391/2008,Henn_2009,NCBI,2008-XX-XX,Colombia,Colombia,1,1_V,1V_D.1
GU131948.1,DENV-1/CO/BID-V3379/2001,Henn_2009,NCBI,2001-XX-XX,Colombia,Colombia,1,1_V,1V
GU131949.1,DENV-1/CO/BID-V3383/2006,Henn_2009,NCBI,2006-XX-XX,Colombia,Colombia,1,1_V,1V_G
KJ189302.1,DENV-1/CO/BID-V7290/1998,Zody_2014,NCBI,1998-XX-XX,Colombia,Colombia,1,1_V,1V
KJ189303.1,DENV-1/CO/BID-V7291/1998,Zody_2014,NCBI,1998-XX-XX,Colombia,Colombia,1,1_V,1V_G
KJ189304.1,DENV-1/CO/BID-V7292/2005,Zody_2014,NCBI,2005-XX-XX,Colombia,Colombia,1,1_V,1V_G
MZ773407.1,AFI007,Cardona-Ospina_2021,NCBI,2019-09-XX,Colombia,Colombia,1,1_V,1V_D.1
OM654347.1,AFI025,Rojas-Gallardo_2022,NCBI,2021-01-25,Colombia,Colombia,1,1_V,1V_D.1
OM654348.1,AFI059,Rojas-Gallardo_2022,NCBI,2021-01-25,Colombia,Colombia,1,1_V,1V_D.1
OQ603259.1,424233,Laiton-Donato_2023,NCBI,2013-06-01,Colombia,Colombia,1,1_V,1V_D
OQ603260.1,424735,Laiton-Donato_2023,NCBI,2013-06-18,Colombia,Colombia,1,1_V,1V_D.1
OQ603261.1,450339,Laiton-Donato_2023,NCBI,2015-10-09,Colombia,Colombia,1,1_V,1V_D.2
OQ603262.1,476947,Laiton-Donato_2023,NCBI,2016-04-26,Colombia,Colombia,1,1_V,1V_D
OQ603263.1,483718,Laiton-Donato_2023,NCBI,2016-06-24,Colombia,Colombia,1,1_V,1V_D.1
OQ603264.1,484930,Laiton-Donato_2023,NCBI,2016-07-19,Colombia,Colombia,1,1_V,1V_F
OQ603267.1,484948,Laiton-Donato_2023,NCBI,2016-07-12,Colombia,Colombia,1,1_V,1V_D
OR389009.1,DENV1/Colombia/2004/Yale-DH141,Vogels_2023,Yale,2004-06-26,Colombia,Colombia,1,1_V,1V_G
OR389275.1,DENV1/Colombia/1988/Yale-DH012,Vogels_2023,Yale,1990-06-10,Colombia,Colombia,1,1_V,1V
OR389276.1,DENV1/Colombia/1990/Yale-DH011,Vogels_2023,Yale,1990-06-12,Colombia,Colombia,1,1_V,1V
PP234962.1,363-ITM-008,Camprubi-Ferrer_2024,NCBI,2018-07-01,Colombia,Colombia,1,1_V,1V_D.1
Yale-DN02363_1.DENV1,D0070,CEIP,Yale,2023-08-26,Colombia,Colombia(Cali),1,1_V,1V_D.1
Yale-DN02379_1.DENV1,D0088,CEIP,Yale,2023-09-13,Colombia,Colombia(Cali),1,1_V,1V_D.1
Yale-DN02386_1.DENV1,D0095,CEIP,Yale,2023-09-21,Colombia,Colombia(Cali),1,1_V,1V_D.2
Yale-DN02429_1.DENV1,D0149,CEIP,Yale,2023-11-12,Colombia,Colombia(Cali),1,1_V,1V_D.2
Yale-DN02505.DENV1,D0237,CEIP,Yale,2024-01-21,Colombia,Colombia(Cali),1,1_V,1V_D.1
Yale-DN02556_1.DENV1,D0297,CEIP,Yale,2024-02-20,Colombia,Colombia(Cali),1,1_V,1V_D.1
Yale-DN02440_1.DENV1,D0163,CEIP,Yale,2023-11-23,Colombia,Colombia(Cali),1,1_V,1V_D.1
Yale-DN02365.DENV1,D0072,CEIP,Yale,2023-08-30,Colombia,Colombia(Cali),1,1_V,1V_D.1
Yale-DN02489.DENV1,D0220,CEIP,Yale,2024-01-10,Colombia,Colombia(Cali),1,1_V,1V_D.1
Yale-DN02376_1.DENV1,D0085,CEIP,Yale,2023-09-11,Colombia,Colombia(Cali),1,1_V,1V_D.2
DQ285562.1,Comoros_04.329/93,Schuffenecker_2006,NCBI,1993-XX-XX,Comoros,Sub-Saharan-Africa,1,1_III_related,1III
DENV1/Costa_Rica/2016-03-15/Yale-DN00058,190112,FL-DPH,Yale,2016-03-15,Costa-Rica,Central-America,1,1_V,1V_C
OR654282.1,DENV-1/USA/FL-BPHL-0035/2023,FL-DPH,NCBI,2023-07-01,Costa-Rica,Central-America,1,1_V,1V_D.1
DENV1/Cuba/2019-07-26/Yale-DN00565,200410,FL-DPH,Yale,2019-07-26,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2019-08-18/Yale-DN00592,200305,FL-DPH,Yale,2019-08-18,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2019-08-28/Yale-DN00619-1,200013,FL-DPH,Yale,2019-08-28,Cuba,Caribbean,1,1_V,1V_E
DENV1/Cuba/2019-10-04/Yale-DN00754-2,200371,FL-DPH,Yale,2019-10-04,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2020-01-10/Yale-DN00992,220188,FL-DPH,Yale,2020-01-10,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2020-11-25/Yale-DN00982,220125,FL-DPH,Yale,2020-11-25,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2020-12-18/Yale-DN00986,220147,FL-DPH,Yale,2020-12-18,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2021-11-16/Yale-DN00966,220008,FL-DPH,Yale,2021-11-16,Cuba,Caribbean,1,1_V,1V_E
DENV1/Cuba/2022-04-24/Yale-DN00700-1,220097,FL-DPH,Yale,2022-04-24,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2022-06-23/Yale-DN00990,220177,FL-DPH,Yale,2022-06-23,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2022-07-02/Yale-DN00748-1,220095,FL-DPH,Yale,2022-07-02,Cuba,Caribbean,1,1_V,1V_E
DENV1/Cuba/2022-08-02/Yale-DN00793,230435,FL-DPH,Yale,2022-08-02,Cuba,Caribbean,1,1_V,1V_D.1
DENV1/Cuba/2022-12-03/Yale-DN00938,230449,FL-DPH,Yale,2022-12-03,Cuba,Caribbean,1,1_V,1V_D.1
MZ130533.1,408,Selhorst_2023,NCBI,2016-06-17,Democratic-Republic-of-Congo,Sub-Saharan-Africa,1,1_unassigned,1VI_A
MZ130534.1,19053724,Selhorst_2023,NCBI,2019-05-28,Democratic-Republic-of-Congo,Sub-Saharan-Africa,1,1_unassigned,1VI_A
AF298808.1,D1/H/IMTSSA/98/606,Tolou_2001,NCBI,1998-XX-XX,Djibouti,Sub-Saharan-Africa,1,1_I,1I_B
MZ130545.1,20011392,Selhorst_2023,NCBI,2020-01-12,Djibouti,Sub-Saharan-Africa,1,1_III_related,1III_A
DENV1/Dominican_Republic/2010-07-28/Yale-DN00221,190269,FL-DPH,Yale,2010-07-28,Dominican-Republic,Caribbean,1,1_V,1V_E
DENV1/Dominican_Republic/2013-09-21/Yale-DN00333,190317,FL-DPH,Yale,2013-09-21,Dominican-Republic,Caribbean,1,1_V,1V_E
DENV1/Dominican_Republic/2019-07-04/Yale-DN00533,200256,FL-DPH,Yale,2019-07-04,Dominican-Republic,Caribbean,1,1_V,1V_E
DENV1/Dominican_Republic/2019-09-10/Yale-DN00629,200265,FL-DPH,Yale,2019-09-10,Dominican-Republic,Caribbean,1,1_V,1V_E
DENV1/Dominican_Republic/2019-10-08/Yale-DN00756-1,200298,FL-DPH,Yale,2019-10-08,Dominican-Republic,Caribbean,1,1_V,1V_E
DENV1/Dominican_Republic/2019-10-17/Yale-DN00760-1,200349,FL-DPH,Yale,2019-10-17,Dominican-Republic,Caribbean,1,1_V,1V_E
PP234945.1,338-06-295,Camprubi-Ferrer_2024,NCBI,2019-07-01,Dominican-Republic,Caribbean,1,1_V,1V_E
EU863650.1,CHI3336-02,Caceres_2008,NCBI,2002-XX-XX,Easter-Island,Pacific,1,1_IV,1IV_A
DH014,Pool_1937,Ott_2021,Yale,1988-XX-XX,Ecuador,South-America,1,1_V,1V
KY474303.1,TD-00044-S,Stewart-Ibarra_2018,NCBI,2014-XX-XX,Ecuador,South-America,1,1_V,1V_D.1
KY474304.1,TD-00043-S,Stewart-Ibarra_2018,NCBI,2014-XX-XX,Ecuador,South-America,1,1_V,1V_D.1
KY474306.1,TD-00087-P,Stewart-Ibarra_2018,NCBI,2014-XX-XX,Ecuador,South-America,1,1_V,1V_F
KY474307.1,TD-00061-P,Stewart-Ibarra_2018,NCBI,2014-XX-XX,Ecuador,South-America,1,1_V,1V_D.1
MF797878.1,DENV1/EC/Esmeraldas/210/2014,Wise_2017,NCBI,2014-02-17,Ecuador,South-America,1,1_V,1V_D.1
MN449007.1,D1-Ecuador-00274-P-12909-2015-06-10,Berry_2020,NCBI,2015-06-10,Ecuador,South-America,1,1_V,1V_D.1
MN449008.1,D1-Ecuador-00239-P-12906-2015-05-07,Berry_2020,NCBI,2015-05-07,Ecuador,South-America,1,1_V,1V_D.1
MN449009.1,D1-Ecuador-00222-P-12903-2015-04-16,Berry_2020,NCBI,2015-04-16,Ecuador,South-America,1,1_V,1V_D.1
MN449010.1,D1-Ecuador-00306-P-12910-2015-07-30,Berry_2020,NCBI,2015-07-30,Ecuador,South-America,1,1_V,1V_D.1
MN449012.1,D1-Ecuador-00248-P-12907-2015-05-12,Berry_2020,NCBI,2015-05-12,Ecuador,South-America,1,1_V,1V_D.1
MN556095.1,EC0426-1/seq/01,Ortega-Lopez_2020,NCBI,2017-04-XX,Ecuador,South-America,1,1_V,1V_D.1
OK605756.1,DENV1-4_FSE_2133,Tamura_2022,NCBI,2007-XX-XX,Ecuador,South-America,1,1_V,1V_E
OR389277.1,DENV1/Ecuador/1988/Yale-DH014,Vogels_2023,Yale,1988-06-10,Ecuador,South-America,1,1_V,1V
JN819417.1,DENV-1/SV/BID-V2938/1993,Henn_2011,NCBI,1993-XX-XX,El-Salvador,Central-America,1,1_V,1V
KU509258.1,DENV1-2522,Shihada_2017,NCBI,2010-XX-XX,Eritrea,Sub-Saharan-Africa,1,1_I,1I_B
MZ857216.1,KAJP17_DENV1_Eritrea_Eastern.Africa_2015,Alfsnes_2021,NCBI,2015-XX-XX,Eritrea,Sub-Saharan-Africa,1,1_III_related,1III_A
OK469344.1,Dengue_1_S-30150_Fiji_1975,Stica_2022,NCBI,1975-XX-XX,Fiji,Pacific,1,1_IV,1IV_B
DENV1/USA_Florida/2010-06-30/Yale-DN00232,190463,FL-DPH,Yale,2010-06-30,Florida(USA),North-America,1,1_V,1V_C
DENV1/USA_Florida/2010-08-06/Yale-DN00266,190234,FL-DPH,Yale,2010-08-06,Florida(USA),North-America,1,1_V,1V_C
DENV1/USA_Florida/2010-08-11/Yale-DN00284,190497,FL-DPH,Yale,2010-08-11,Florida(USA),North-America,1,1_V,1V_C
DENV1/USA_Florida/2010-11-20/Yale-DN00236,190454,FL-DPH,Yale,2010-11-20,Florida(USA),North-America,1,1_V,1V_C
DENV1/USA_Florida/2013-08-29/Yale-DN00054,190535,FL-DPH,Yale,2013-08-29,Florida(USA),North-America,1,1_V,1V_E
DENV1/USA_Florida/2019-09-20/Yale-DN00654-1,200326,FL-DPH,Yale,2019-09-20,Florida(USA),North-America,1,1_III_related,1III_A
JQ675358.1,DENV-1/BOL-KW010,Shin_2012,NCBI,2010-10-XX,Florida(USA),North-America,1,1_V,1V_C
OM833055.1,US_DB287_2020,Santiago_2022,NCBI,2020-02-18,Florida(USA),North-America,1,1_V,1V_E
OM833056.1,US_DB288_2020,Santiago_2022,NCBI,2020-06-23,Florida(USA),North-America,1,1_V,1V_E
OM833057.1,US_DB289_2020,Santiago_2022,NCBI,2020-07-29,Florida(USA),North-America,1,1_V,1V_E
OM833059.1,US_DB291_2013,Santiago_2022,NCBI,2013-07-24,Florida(USA),North-America,1,1_V,1V_E
OM909246.1,54960,Leparc-Goffart_2022,NCBI,2020-01-31,Florida(USA),North-America,1,1_V,1V_E
OM909247.1,54962,Leparc-Goffart_2022,NCBI,2020-01-31,Florida(USA),North-America,1,1_V,1V_E
PP709309.1,DENV-1/USA/FL-BPHL-0220/2023,FL-DPH,NCBI,2023-11-20,Florida(USA),North-America,1,1_V,1V_D.1
MF004384.1,Toulon_CNR_25329/2014,Baronti_2018,NCBI,2014-08-07,France,Europe,1,1_V,1V_B
MG518567.1,2010-1806,Caro_2018,NCBI,2010-09-XX,France,Europe,1,1_V,1V_E
AF226687.2,FGA/89,Duarte dos Santos_2000,NCBI,1989-XX-XX,French-Guiana,South-America,1,1_V,1V
PP213459.1,Human,Failloux_2024,NCBI,2009-06-23,French-Guiana,South-America,1,1_V,1V_A
DQ672560.1,HawM2516,Imrie_2007,NCBI,2001-XX-XX,French-Polynesia,Pacific,1,1_IV,1IV_A
JQ915072.1,PF07/051107-164,Aubry_2013,NCBI,2007-11-05,French-Polynesia,Pacific,1,1_IV,1IV_A
JQ915074.1,PF08/180908-01,Aubry_2013,NCBI,2008-09-18,French-Polynesia,Pacific,1,1_IV,1IV_A
KY926848.1,PF13/190813-45,Lequime_2018,NCBI,2013-08-19,French-Polynesia,Pacific,1,1_I,1I_E
OR389278.1,DENV1/French_Polynesia/1988/Yale-DH015,Vogels_2023,Yale,1988-06-10,French-Polynesia,Pacific,1,1_V,1V
LC707382.1,,Ushijima_2022,NCBI,2021-06-30,Gabon,Sub-Saharan-Africa,1,1_unassigned,1VI_B
MG877557.1,Gabon2012,Fontaine_2018,NCBI,2012-XX-XX,Gabon,Sub-Saharan-Africa,1,1_unassigned,1VI_B
MZ857203.1,KAJP2_DENV1_Gambia_Western.Africa_2010,Alfsnes_2021,NCBI,2010-XX-XX,Gambia,Sub-Saharan-Africa,1,1_I,1I_H
PP234963.1,260-06-212,Camprubi-Ferrer_2024,NCBI,2019-07-01,Ghana,Sub-Saharan-Africa,1,1_III,1III_A
OR229954.1,2020-IPG5,Garcia-Van Smevoorde_2023,NCBI,2020-07,Guadeloupe,Caribbean,1,1_V,1V_E
OR229955.1,2020-IPG11,Garcia-Van Smevoorde_2023,NCBI,2020-11,Guadeloupe,Caribbean,1,1_V,1V_E
OR229956.1,2020-IPG12,Garcia-Van Smevoorde_2023,NCBI,2020-11,Guadeloupe,Caribbean,1,1_V,1V_E
OR229957.1,2020-IPG8,Garcia-Van Smevoorde_2023,NCBI,2020-10,Guadeloupe,Caribbean,1,1_V,1V_D.1
DH018,GML_100063,Ott_2021,Yale,1989-02-14,Guatemala,Central-America,1,1_V,1V
OR389280.1,DENV1/Guatemala/1989/Yale-DH018,Vogels_2023,Yale,1989-06-11,Guatemala,Central-America,1,1_V,1V
OR771159.1,DENV-1/USA/FL-BPHL-0086/2023,FL-DPH,NCBI,2023-08-23,Guatemala,Central-America,1,1_V,1V_B
OR771173.1,DENV-1/USA/FL-BPHL-0097/2023,FL-DPH,NCBI,2023-09-13,Guatemala,Central-America,1,1_V,1V_B
US/DB325/2022,230689,FL-DPH,CDC,2022-08-15,Guatemala,Central-America,1,1_V,1V_B
DENV1/Haiti/2018-07-05/Yale-DN00138-1,190512,FL-DPH,Yale,2018-07-05,Haiti,Caribbean,1,1_V,1V_E
DENV1/Haiti/2019-08-12/Yale-DN00568,200466,FL-DPH,Yale,2019-08-12,Haiti,Caribbean,1,1_V,1V_E
DENV1/Haiti/2019-08-14/Yale-DN00593,200456,FL-DPH,Yale,2019-08-14,Haiti,Caribbean,1,1_V,1V_E
KT279761.2,Haiti/1207/2014,Elbadry_2015,NCBI,2014-11-27,Haiti,Caribbean,1,1_V,1V_E
KU509264.1,DENV1-18037,Shihada_2017,NCBI,2010-XX-XX,Haiti,Caribbean,1,1_V,1V_E
MG877553.1,Haiti2012,Fontaine_2018,NCBI,2012-XX-XX,Haiti,Caribbean,1,1_V,1V_E
DH048,Hawaii,Ott_2021,Yale,1944-02-XX,Hawaii(USA),Pacific,1,1_I_related,Unassigned
DH049,Hawaii,Ott_2021,Yale,1944-02-XX,Hawaii(USA),Pacific,1,1_I,1I_B
DQ672561.1,HawM3430,Imrie_2007,NCBI,2001-XX-XX,Hawaii(USA),Pacific,1,1_IV,1IV_A
DQ672562.1,HawM2540,Imrie_2007,NCBI,2001-XX-XX,Hawaii(USA),Pacific,1,1_IV,1IV_A
DQ672563.1,HawO3758,Imrie_2007,NCBI,2001-XX-XX,Hawaii(USA),Pacific,1,1_IV,1IV_A
DQ672564.1,HawO3663,Imrie_2007,NCBI,2001-XX-XX,Hawaii(USA),Pacific,1,1_IV,1IV_B
EU848545.1,US/Hawaii/1944,Hibberd_2008,NCBI,1944-XX-XX,Hawaii(USA),Pacific,1,1_I_related,Unassigned
OR389281.1,DENV1/Hawaii_USA/1944/Yale-DH048,Vogels_2023,Yale,1944-04-27,Hawaii(USA),Pacific,1,1_I_related,Unassigned
OR389282.1,DENV1/Hawaii_USA/1944/Yale-DH049,Vogels_2023,Yale,1944-04-27,Hawaii(USA),Pacific,1,1_I,1I_B
DENV1/Honduras/2019-08-23/Yale-DN00603,200282,FL-DPH,Yale,2019-08-23,Honduras,Central-America,1,1_V,1V_C
DH019,826891,Ott_2021,Yale,1982-XX-XX,India,South-Asia,1,1_III_related,1III
DH020r,633760,Ott_2021,Yale,1963-XX-XX,India,South-Asia,1,1_V,1V
DH021,DakArA_15120,Ott_2021,Yale,1985-XX-XX,India,South-Asia,1,1_unassigned,1VI
DH022,NG_2921_(703311),Ott_2021,Yale,1970-XX-XX,India,South-Asia,1,1_III_related,1VI
JN903578.1,D1/IN/RGCB294/2007,Anoop_2012,NCBI,2007-07-26,India,South-Asia,1,1_V,1V_A
JN903579.1,D1/IN/RGCB419/2008,Anoop_2012,NCBI,2008-10-23,India,South-Asia,1,1_III_related,1III_A
JN903581.1,D1/IN/RGCB592/2009,Anoop_2012,NCBI,2009-04-06,India,South-Asia,1,1_III_related,1III_A
JQ692085.1,RR121,Dash_2014,NCBI,2010-XX-XX,India,South-Asia,1,1_III_related,1III_A
JQ922545.1,DENV-1/IND/826883/1982,Jayashri_2013,NCBI,1982-XX-XX,India,South-Asia,1,1_III_related,1III
JQ922546.1,DENV-1/IND/715393/1971,Jayashri_2013,NCBI,1971-XX-XX,India,South-Asia,1,1_III_related,1VI
KF289072.1,RR107,Neeraja_2014,NCBI,2011-XX-XX,India,South-Asia,1,1_III_related,1III_A
KF289073.1,P23086,Dash_2015,NCBI,1956-XX-XX,India,South-Asia,1,1_unassigned,1V
KJ755855.1,NIV_K130706770_India,Patil_2016,NCBI,2013-07-XX,India,South-Asia,1,1_I,1I_H.1
KX618706.1,3083,Vaddadi_2018,NCBI,2014-XX-XX,India,South-Asia,1,1_III_related,1III_B
MH822959.1,T28_S69,Kar_2018,NCBI,2012-XX-XX,India,South-Asia,1,1_III_related,1III_A
MH891767.1,MCVR0543AC/2017,Sabeena_2019,NCBI,2017-04-26,India,South-Asia,1,1_III_related,1III_A
MK858123.2,FT_J89_S9_R2_,Pattabiraman_2020,NCBI,2016-08-09,India,South-Asia,1,1_III_related,1III_B
MW828678.1,57BC,Sulthana_2021,NCBI,2019-05-XX,India,South-Asia,1,1_IV,1IV_B
MZ312926.1,FT_MD_161_R4_DENV1D_III_India,Jagtap_2021,NCBI,2018-09-17,India,South-Asia,1,1_III_related,1III_A
OM666557.1,MCL-21-H-11428_RNA_8514,Yadav_2022,NCBI,2021-11-16,India,South-Asia,1,1_III_related,1III_A
ON123653.1,THSTI-TRC-DENV1-05,Maurya_2022,NCBI,2005-07-12,India,South-Asia,1,1_III_related,1III_A
OQ339085.1,THSTI-TRC-DENV1-20,Kumar_2023,NCBI,2005-07-13,India,South-Asia,1,1_III_related,1III_A
AB189121.1,98901530_DF_DV-1,Dewi_2004,NCBI,1998-XX-XX,Indonesia,Southeast-Asia,1,1_IV,1IV_C
DH024,JKT_86-5219,Ott_2021,Yale,1986-XX-XX,Indonesia,Southeast-Asia,1,1_IV,1IV_A
DH025,85-579,Ott_2021,Yale,1985-XX-XX,Indonesia,Southeast-Asia,1,1_IV,1IV_A
DH066r,JKT_24-319,Ott_2021,Yale,1984-XX-XX,Indonesia,Southeast-Asia,1,1_IV,1IV_A
KC762628.1,MKS-2058,Sasmono_2015,NCBI,2008-02-19,Indonesia,Southeast-Asia,1,1_IV,1IV_B
KC762632.1,MKS-0248,Sasmono_2015,NCBI,2007-08-31,Indonesia,Southeast-Asia,1,1_I,1I_K
KC762642.1,MKS-WS88,Sasmono_2015,NCBI,2010-07-08,Indonesia,Southeast-Asia,1,1_I,1I_K
KT831765.1,BO15/14,Churrotin_2016,NCBI,2014-09-XX,Indonesia,Southeast-Asia,1,1_I,1I_K.2
KY057371.1,SUB-049A,Sasmono_2018,NCBI,2012-XX-XX,Indonesia,Southeast-Asia,1,1_IV,1IV_B
MH823207.1,JMB-059,Yohan_2019,NCBI,2015-XX-XX,Indonesia,Southeast-Asia,1,1_I,1I_K
MZ857223.1,KAJP27_DENV1_Sumatra_South.East.Asia_2006,Alfsnes_2021,NCBI,2006-XX-XX,Indonesia,Southeast-Asia,1,1_I,1I_B
PP204094.1,3554_2023_DENV,Nagy_2024,NCBI,2023-08-01,Indonesia,Southeast-Asia,1,1_I,1I_K.2
OQ714403.1,DBS1,Zuckerman_2023,NCBI,2022-09-XX,Israel,Middle-East-NA,1,1_III_related,1III_A
OR512925.1,Italy/Pavia/01059759/2023,Cassaniti_2023,NCBI,2020-08-XX,Italy,Europe,1,1_V,1V_D.1
OR575179.2,INMI-Case5/DENV1-V/2023,De Carli_2023,NCBI,2023-09-08,Italy,Europe,1,1_V,1V_E
AF298807.1,Abidjan,Tolou_2001,NCBI,1998-XX-XX,Ivory-Coast,Sub-Saharan-Africa,1,1_unassigned,1VI
MW243052.1,2019/CI/CNR51766,Fourie_2020,NCBI,2019-06-16,Ivory-Coast,Sub-Saharan-Africa,1,1_III_related,1III_A
DENV1/Jamaica/2012-09-02/Yale-DN00243,190260,FL-DPH,Yale,2012-09-02,Jamaica,Caribbean,1,1_V,1V_E
OR389292.1,DENV1/Jamaica/1977/Yale-DH028,Vogels_2023,Yale,1977-05-30,Jamaica,Caribbean,1,1_V,1V
AB074760.1,Mochizuki,Ishak_2001,NCBI,1943-XX-XX,Japan,East-Asia,1,1_I_related,Unassigned
LC335875.1,MJ03/Mosq/Tokyo/2014,Kobayashi_2018,NCBI,2014-09-05,Japan,East-Asia,1,1_I,1I_K.2
MT076933.1,CFA201,Shah_2020,NCBI,2014-07-XX,Kenya,Sub-Saharan-Africa,1,1_II,1II
MT076935.1,CFA348,Shah_2020,NCBI,2015-03-XX,Kenya,Sub-Saharan-Africa,1,1_II,1II
MZ857206.1,KAJP7_DENV1_Kenya_Eastern.Africa_2013,Alfsnes_2021,NCBI,2013-XX-XX,Kenya,Sub-Saharan-Africa,1,1_I,1I_B
OK040059.1,KAJP18_DENV1_Kenya_Eastern.Africa_2016,Alfsnes_2021,NCBI,2016-XX-XX,Kenya,Sub-Saharan-Africa,1,1_III_related,1III_A
OR765987.1,DU0070,Nyathi_2023,NCBI,2020-07-12,Kenya,Sub-Saharan-Africa,1,1_III_related,1III_A
KY849704.1,LNT2313,Castonguay-Vanier_2018,NCBI,2011-07-02,Laos,Southeast-Asia,1,1_I,1I_K
KY849705.1,SV32,Castonguay-Vanier_2018,NCBI,2008-09-11,Laos,Southeast-Asia,1,1_I,1I_K
KY849718.1,SV410,Castonguay-Vanier_2018,NCBI,2009-10-22,Laos,Southeast-Asia,1,1_I,1I_K
KY849726.1,UI15219,Castonguay-Vanier_2018,NCBI,2009-09-24,Laos,Southeast-Asia,1,1_I,1I_H
KY849734.1,UI18014,Castonguay-Vanier_2018,NCBI,2010-08-26,Laos,Southeast-Asia,1,1_I,1I_H
MG877552.1,Laos2012,Fontaine_2018,NCBI,2012-XX-XX,Laos,Southeast-Asia,1,1_I,1I_E
EF457905.1,P72-1244,Vasilakis_2007,NCBI,1972-XX-XX,Malaysia,Southeast-Asia,1,1_unassigned,Unassigned
JN697056.1,DH/S1/05/04,Chem_2012,NCBI,2005-01-01,Malaysia,Southeast-Asia,1,1_IV,1IV_A
KX452053.1,TM30,Hardiyanto_2017,NCBI,2014-01-XX,Malaysia,Southeast-Asia,1,1_I,1I_K
OK469342.1,12030_1997_6.7.06,Stica_2022,NCBI,1997-XX-XX,Malaysia,Southeast-Asia,1,1_IV,1IV
OP895913.1,DENV_102_2017,Nagy_2022,NCBI,2017-01-XX,Malaysia,Southeast-Asia,1,1_IV,1IV_B.2
OM281596.1,132/SH/2019,Wang_2022,NCBI,2019-12-XX,Maldives,South-Asia,1,1_I,1I_K
PP234960.1,97-006-047,Camprubi-Ferrer_2024,NCBI,2018-07-01,Maldives,South-Asia,1,1_I,1I_K
MW243063.1,2015/MR/CNR30078,Fourie_2020,NCBI,2015-10-22,Mauritania,Middle-East-NA,1,1_III_related,1III_A
OR235740.1,DENV1_MAY__S26b15_2019,Frumence_2024,NCBI,2019-03-XX,Mayotte,South-Asia,1,1_III,1III_A
DENV1/Mexico/2019-12-05/Yale-DN00721-1,200398,FL-DPH,Yale,2019-12-05,Mexico,North-America,1,1_V,1V_D.1
DENV1/Mexico/2022-12-07/Yale-DN01066,230004,FL-DPH,Yale,2022-12-07,Mexico,North-America,1,1_V,1V_D.1
GQ868498.1,DENV-1/MX/BID-V3659/2006,Henn_2009,NCBI,2006-XX-XX,Mexico,North-America,1,1_V,1V_C
