strain	virus	genbank_accession	date	region	iso	country	division	location	segment	length	host	lab
KY818079	Dengue virus 	KY818079	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818061	Dengue virus 	KY818061	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818078	Dengue virus 	KY818078	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818077	Dengue virus 	KY818077	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
MK614065	Dengue virus 	MK614065	2013-08-09	Western South America	COL	Colombia	COL/Medellin		partial	2077.0	Homo sapiens	
KY818076	Dengue virus 	KY818076	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818075	Dengue virus 	KY818075	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818074	Dengue virus 	KY818074	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818073	Dengue virus 	KY818073	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818072	Dengue virus 	KY818072	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818211	Dengue virus 	KY818211	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818071	Dengue virus 	KY818071	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818213	Dengue virus 	KY818213	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818214	Dengue virus 	KY818214	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818215	Dengue virus 	KY818215	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818216	Dengue virus 	KY818216	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581603	Dengue virus 	JQ581603	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Zapatoca	partial	1485.0	Homo sapiens	
KY818084	Dengue virus 	KY818084	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581604	Dengue virus 	JQ581604	2008-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
JQ581619	Dengue virus 	JQ581619	2008-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
JQ581636	Dengue virus 	JQ581636	2008-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
JQ581635	Dengue virus 	JQ581635	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Convencion	partial	1485.0	Homo sapiens	
KY818060	Dengue virus 	KY818060	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818068	Dengue virus 	KY818068	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581638	Dengue virus 	JQ581638	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581639	Dengue virus 	JQ581639	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581640	Dengue virus 	JQ581640	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581641	Dengue virus 	JQ581641	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Convencion	partial	1485.0	Homo sapiens	
JQ581634	Dengue virus 	JQ581634	2008-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
JQ581642	Dengue virus 	JQ581642	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581644	Dengue virus 	JQ581644	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581645	Dengue virus 	JQ581645	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581646	Dengue virus 	JQ581646	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581647	Dengue virus 	JQ581647	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
KY882523	Dengue virus 	KY882523	2013-XX-XX	Western South America	COL	Colombia			partial	1821.0	Homo sapiens	
KY882521	Dengue virus 	KY882521	2013-XX-XX	Western South America	COL	Colombia			partial	1665.0	Homo sapiens	
KY882519	Dengue virus 	KY882519	2013-XX-XX	Western South America	COL	Colombia			partial	1665.0	Homo sapiens	
KY818069	Dengue virus 	KY818069	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581643	Dengue virus 	JQ581643	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581631	Dengue virus 	JQ581631	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Bucaramanga	partial	1485.0	Homo sapiens	
JQ581630	Dengue virus 	JQ581630	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Floridablanca	partial	1485.0	Homo sapiens	
JQ581628	Dengue virus 	JQ581628	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Floridablanca	partial	1485.0	Homo sapiens	
JQ581620	Dengue virus 	JQ581620	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Bucaramanga	partial	1485.0	Homo sapiens	
JQ581623	Dengue virus 	JQ581623	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Lebrija	partial	1485.0	Homo sapiens	
JQ581624	Dengue virus 	JQ581624	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Bucaramanga	partial	1485.0	Homo sapiens	
JQ581625	Dengue virus 	JQ581625	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Piedecuesta	partial	1485.0	Homo sapiens	
MF173469	Dengue virus 	MF173469	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173470	Dengue virus 	MF173470	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173471	Dengue virus 	MF173471	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173472	Dengue virus 	MF173472	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173473	Dengue virus 	MF173473	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173474	Dengue virus 	MF173474	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173475	Dengue virus 	MF173475	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173476	Dengue virus 	MF173476	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
MF173477	Dengue virus 	MF173477	2016-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
JQ581611	Dengue virus 	JQ581611	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581612	Dengue virus 	JQ581612	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581614	Dengue virus 	JQ581614	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581615	Dengue virus 	JQ581615	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581616	Dengue virus 	JQ581616	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581621	Dengue virus 	JQ581621	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Ocana	partial	1485.0	Homo sapiens	
JQ581605	Dengue virus 	JQ581605	2008-XX-XX	Western South America	COL	Colombia	COL/Santander	Bucaramanga	partial	1485.0	Homo sapiens	
GQ868562	Dengue virus 	GQ868562	2005-XX-XX	Western South America	COL	Colombia	COL/Santander		complete	10674.0	Homo sapiens	
GQ868565	Dengue virus 	GQ868565	2006-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander		complete	10690.0	Homo sapiens	
KY818087	Dengue virus 	KY818087	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
MF173462	Dengue virus 	MF173462	2014-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
KY818098	Dengue virus 	KY818098	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
MF173461	Dengue virus 	MF173461	2014-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
KY818210	Dengue virus 	KY818210	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
GQ868567	Dengue virus 	GQ868567	2007-XX-XX	Western South America	COL	Colombia	COL/Santander		complete	10690.0	Homo sapiens	
KY818212	Dengue virus 	KY818212	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818218	Dengue virus 	KY818218	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818143	Dengue virus 	KY818143	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818142	Dengue virus 	KY818142	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JF804015	Dengue virus 1	JF804015	2007-XX-XX	Western South America	COL	Colombia			partial	1480.0	Homo sapiens	
KY818220	Dengue virus 	KY818220	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818221	Dengue virus 	KY818221	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
MK040424	Dengue virus 	MK040424	2013-09-08	Western South America	COL	Colombia			partial	1485.0	Homo sapiens	
KY818096	Dengue virus 	KY818096	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818141	Dengue virus 	KY818141	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
GQ868568	Dengue virus 	GQ868568	2007-XX-XX	Western South America	COL	Colombia	COL/Santander		complete	10690.0	Homo sapiens	
GQ868569	Dengue virus 	GQ868569	2007-XX-XX	Western South America	COL	Colombia	COL/Santander		complete	10675.0	Homo sapiens	
GQ868570	Dengue virus 	GQ868570	2008-XX-XX	Western South America	COL	Colombia	COL/Santander		complete	10674.0	Homo sapiens	
KY818226	Dengue virus 	KY818226	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818099	Dengue virus 	KY818099	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818229	Dengue virus 	KY818229	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581613	Dengue virus 	JQ581613	2005-XX-XX	Western South America	COL	Colombia	COL/Norte de Santander	Convencion	partial	1485.0	Homo sapiens	
KY818100	Dengue virus 	KY818100	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818101	Dengue virus 	KY818101	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KJ189304	Dengue virus 	KJ189304	2005-XX-XX	Western South America	COL	Colombia			complete	10447.0	Homo sapiens	
KY818089	Dengue virus 	KY818089	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818088	Dengue virus 	KY818088	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818086	Dengue virus 	KY818086	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818225	Dengue virus 	KY818225	2012-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818067	Dengue virus 	KY818067	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
KY818064	Dengue virus 	KY818064	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581617	Dengue virus 	JQ581617	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	Floridablanca	partial	1485.0	Homo sapiens	
GQ868566	Dengue virus 	GQ868566	2007-XX-XX	Western South America	COL	Colombia	COL/Santander		complete	10675.0	Homo sapiens	
KY818062	Dengue virus 	KY818062	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581629	Dengue virus 	JQ581629	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	San Gil	partial	1485.0	Homo sapiens	
MF173464	Dengue virus 	MF173464	2014-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
JQ581618	Dengue virus 	JQ581618	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	Bucaramanga	partial	1485.0	Homo sapiens	
KY818095	Dengue virus 	KY818095	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
MF173463	Dengue virus 	MF173463	2014-XX-XX	Western South America	COL	Colombia	COL/Santander		partial	1485.0	Homo sapiens	
KY818063	Dengue virus 	KY818063	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581637	Dengue virus 	JQ581637	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	Bucaramanga	partial	1485.0	Homo sapiens	
KY818065	Dengue virus 	KY818065	2013-XX-XX	Western South America	COL	Colombia			partial	1983.0	Homo sapiens	
JQ581627	Dengue virus 	JQ581627	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	Piedecuesta	partial	1485.0	Homo sapiens	
JQ581622	Dengue virus 	JQ581622	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	Cerrito	partial	1485.0	Homo sapiens	
JQ581633	Dengue virus 	JQ581633	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	Piedecuesta	partial	1485.0	Homo sapiens	
JQ581626	Dengue virus 	JQ581626	2007-XX-XX	Western South America	COL	Colombia	COL/Santander	Piedecuesta	partial	1485.0	Homo sapiens	
KY461751	Dengue virus 1	KY461751	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461741	Dengue virus 1	KY461741	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461743	Dengue virus 1	KY461743	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461742	Dengue virus 1	KY461742	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461752	Dengue virus 1	KY461752	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461753	Dengue virus 1	KY461753	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461740	Dengue virus 1	KY461740	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461755	Dengue virus 1	KY461755	2012-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461736	Dengue virus 1	KY461736	2007-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
JF804016	Dengue virus 1	JF804016	2005-XX-XX	Central America	CRI	Costa Rica			partial	1480.0	Homo sapiens	
KY461738	Dengue virus 1	KY461738	2007-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461749	Dengue virus 1	KY461749	2014-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461745	Dengue virus 1	KY461745	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461747	Dengue virus 1	KY461747	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461739	Dengue virus 1	KY461739	2007-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461744	Dengue virus 1	KY461744	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461750	Dengue virus 1	KY461750	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461737	Dengue virus 1	KY461737	2007-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461748	Dengue virus 1	KY461748	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461754	Dengue virus 1	KY461754	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KY461746	Dengue virus 1	KY461746	2013-XX-XX	Central America	CRI	Costa Rica			partial	1485.0	Homo sapiens	
KU728187	Dengue virus 1	KU728187	2010-XX-XX	Caribbean	DMA	Dominica			partial	1485.0	Homo sapiens	
KU728186	Dengue virus 1	KU728186	2010-XX-XX	Caribbean	DMA	Dominica			partial	1485.0	Homo sapiens	
KU728188	Dengue virus 1	KU728188	2010-XX-XX	Caribbean	DMA	Dominica			partial	1485.0	Homo sapiens	
JF804017	Dengue virus 1	JF804017	2007-XX-XX	Caribbean	DOM	Dominican Republic			partial	1480.0	Homo sapiens	
KY474305	Dengue virus 1	KY474305	2014-XX-XX	Western South America	ECU	Ecuador	ECU/Machala		complete	10676.0	Homo sapiens	
KY474303	Dengue virus 1	KY474303	2014-XX-XX	Western South America	ECU	Ecuador	ECU/Machala		complete	10678.0	Homo sapiens	
MF797878	Dengue virus 	MF797878	2014-02-17	Western South America	ECU	Ecuador			complete	10687.0	Homo sapiens	
KY474307	Dengue virus 1	KY474307	2014-XX-XX	Western South America	ECU	Ecuador	ECU/Machala		complete	10677.0	Homo sapiens	
KY474306	Dengue virus 1	KY474306	2014-XX-XX	Western South America	ECU	Ecuador	ECU/Machala		complete	10677.0	Homo sapiens	
MN556095	Dengue virus 	MN556095	2017-04-XX	Western South America	ECU	Ecuador			partial	10694.0	Aedes aegypti	
KY474304	Dengue virus 1	KY474304	2014-XX-XX	Western South America	ECU	Ecuador	ECU/Machala		complete	10678.0	Homo sapiens	
EU448414	Dengue virus 	EU448414	2006-XX-XX	Central America	SLV	El Salvador			partial	1485.0		
JX891661	Dengue virus 	JX891661	2012-XX-XX	Central America	SLV	El Salvador			partial	1485.0	Homo sapiens	
JN819417	Dengue virus 	JN819417	1993-XX-XX	Central America	SLV	El Salvador			complete	10676.0	Homo sapiens	
JX891659	Dengue virus 	JX891659	2012-XX-XX	Central America	SLV	El Salvador			partial	1485.0	Homo sapiens	
JX891660	Dengue virus 	JX891660	2012-XX-XX	Central America	SLV	El Salvador			partial	1485.0	Homo sapiens	
MH279620	Dengue virus 1	MH279620	2009-XX-XX	Northern South America	GUF	French Guiana			partial	2217.0	Homo sapiens	
JN379481	Dengue virus 1	JN379481	1978-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN379480	Dengue virus 1	JN379480	1977-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN379476	Dengue virus 1	JN379476	1977-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN379478	Dengue virus 1	JN379478	1977-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN379482	Dengue virus 1	JN379482	1978-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN379477	Dengue virus 1	JN379477	1977-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN379479	Dengue virus 1	JN379479	1977-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN379484	Dengue virus 1	JN379484	1981-XX-XX	Caribbean	GRD	Grenada			partial	1485.0	Homo sapiens	
JN415506	Dengue virus 1	JN415506	2008-XX-XX	Northern South America	GUY	Guyana			partial	1485.0	Homo sapiens	
JF969280	Dengue virus 1	JF969280	2010-XX-XX	Caribbean	HTI	Haiti			partial	1485.0	Homo sapiens	
JF969281	Dengue virus 1	JF969281	2010-XX-XX	Caribbean	HTI	Haiti			partial	1485.0	Homo sapiens	
JF969284	Dengue virus 1	JF969284	2010-XX-XX	Caribbean	HTI	Haiti			partial	1485.0	Homo sapiens	
JF969282	Dengue virus 1	JF969282	2010-XX-XX	Caribbean	HTI	Haiti			partial	1485.0	Homo sapiens	
JF969283	Dengue virus 1	JF969283	2010-XX-XX	Caribbean	HTI	Haiti			partial	1485.0	Homo sapiens	
KT279761	Dengue virus 1	KT279761	2014-11-27	Caribbean	HTI	Haiti			complete	10735.0	Homo sapiens	
MG877553	Dengue virus 1	MG877553	2012-XX-XX	Caribbean	HTI	Haiti			complete	10719.0	Homo sapiens	
KU509264	Dengue virus 1	KU509264	2010-XX-XX	Caribbean	HTI	Haiti			complete	10246.0	Homo sapiens	
JF967804	Dengue virus 	JF967804	2008-XX-XX	Central America	HND	Honduras			partial	1485.0	Homo sapiens	
KY818139	Dengue virus 	KY818139	2013-XX-XX	Central America	HND	Honduras			partial	1983.0	Homo sapiens	
KY818140	Dengue virus 	KY818140	2014-XX-XX	Central America	HND	Honduras			partial	1983.0	Homo sapiens	
KY882503	Dengue virus 	KY882503	2013-XX-XX	Central America	HND	Honduras			partial	1866.0	Homo sapiens	
KU509249	Dengue virus 1	KU509249	2012-XX-XX	Caribbean	JAM	Jamaica			complete	10582.0	Homo sapiens	
JN022598	Dengue virus 1	JN022598	2008-XX-XX	Caribbean	MTQ	Martinique			partial	1485.0	Homo sapiens	
JF804018	Dengue virus 1	JF804018	1989-XX-XX	Caribbean	MTQ	Martinique			partial	1480.0	Homo sapiens	
JN022599	Dengue virus 1	JN022599	2008-XX-XX	Caribbean	MTQ	Martinique			partial	1485.0	Homo sapiens	
JN022597	Dengue virus 1	JN022597	2008-XX-XX	Caribbean	MTQ	Martinique			partial	1485.0	Homo sapiens	
GU131962	Dengue virus 	GU131962	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10681.0	Homo sapiens	
GQ868527	Dengue virus 	GQ868527	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10683.0	Homo sapiens	
KF955428	Dengue virus 	KF955428	2007-XX-XX	Mexico	MEX	Mexico			partial	10681.0	Homo sapiens	
KF955427	Dengue virus 	KF955427	2007-XX-XX	Mexico	MEX	Mexico			complete	10695.0	Homo sapiens	
GU131963	Dengue virus 	GU131963	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10486.0	Homo sapiens	
GU131964	Dengue virus 	GU131964	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
GU131965	Dengue virus 	GU131965	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10665.0	Homo sapiens	
GU131973	Dengue virus 	GU131973	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10560.0	Homo sapiens	
GU131966	Dengue virus 	GU131966	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10650.0	Homo sapiens	
GU131967	Dengue virus 	GU131967	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10595.0	Homo sapiens	
GU131968	Dengue virus 	GU131968	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10487.0	Homo sapiens	
GQ868528	Dengue virus 	GQ868528	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10688.0	Homo sapiens	
GU131969	Dengue virus 	GU131969	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10676.0	Homo sapiens	
GU131970	Dengue virus 	GU131970	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10675.0	Homo sapiens	
GU131971	Dengue virus 	GU131971	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10659.0	Homo sapiens	
GU131972	Dengue virus 	GU131972	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10652.0	Homo sapiens	
GU131961	Dengue virus 	GU131961	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10688.0	Homo sapiens	
GU131960	Dengue virus 	GU131960	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
KF955421	Dengue virus 	KF955421	2007-XX-XX	Mexico	MEX	Mexico			partial	10654.0	Homo sapiens	
KY346995	Dengue virus 1	KY346995	2013-XX-XX	Mexico	MEX	Mexico	MEX/Jalisco	Tequila	partial	3171.0	Homo sapiens	
JF804019	Dengue virus 1	JF804019	2007-XX-XX	Mexico	MEX	Mexico			partial	1480.0	Homo sapiens	
HQ166035	Dengue virus 	HQ166035	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10650.0	Homo sapiens	
HQ166036	Dengue virus 	HQ166036	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10675.0	Homo sapiens	
HM631855	Dengue virus 	HM631855	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10645.0	Homo sapiens	
HM171561	Dengue virus 	HM171561	2007-XX-XX	Mexico	MEX	Mexico	MEX/Othon P Blanco	Quintana Roo	partial	1485.0	Homo sapiens	
HM171563	Dengue virus 	HM171563	2007-XX-XX	Mexico	MEX	Mexico	MEX/Mujica	Tabasco	partial	1485.0	Homo sapiens	
GU131983	Dengue virus 	GU131983	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
KF955422	Dengue virus 	KF955422	2007-XX-XX	Mexico	MEX	Mexico			partial	10669.0	Homo sapiens	
KF955443	Dengue virus 	KF955443	2007-XX-XX	Mexico	MEX	Mexico			complete	10686.0	Homo sapiens	
HM171564	Dengue virus 	HM171564	2007-XX-XX	Mexico	MEX	Mexico	MEX/Ixtaczoquitlan	Veracruz	partial	1485.0	Homo sapiens	
HM171565	Dengue virus 	HM171565	2007-XX-XX	Mexico	MEX	Mexico	MEX/Leon	Guanajuato	partial	1485.0	Homo sapiens	
GU131984	Dengue virus 	GU131984	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10677.0	Aedes aegypti	
KF955442	Dengue virus 	KF955442	2007-XX-XX	Mexico	MEX	Mexico			complete	10628.0	Homo sapiens	
HM171569	Dengue virus 	HM171569	2007-XX-XX	Mexico	MEX	Mexico	MEX/Cd Victoria	Tamaulipas	partial	1485.0	Homo sapiens	
HQ166037	Dengue virus 	HQ166037	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10678.0	Aedes aegypti	
MH936421	Dengue virus DENV1	MH936421	2017-01-01	Mexico	MEX	Mexico	MEX/Guerrero		partial	1479.0	Homo sapiens	
GQ868525	Dengue virus 	GQ868525	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868526	Dengue virus 	GQ868526	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10675.0	Homo sapiens	
GU131982	Dengue virus 	GU131982	2008-XX-XX	Mexico	MEX	Mexico			complete	10687.0	Homo sapiens	
KY347007	Dengue virus 1	KY347007	2013-XX-XX	Mexico	MEX	Mexico	MEX/Veracruz	Veracruz	partial	6393.0	Homo sapiens	
GQ868504	Dengue virus 	GQ868504	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GU131977	Dengue virus 	GU131977	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10658.0	Homo sapiens	
KJ189333	Dengue virus 	KJ189333	2008-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
KJ189332	Dengue virus 	KJ189332	2008-XX-XX	Mexico	MEX	Mexico			complete	10301.0	Homo sapiens	
